,cleaned_entity_name,entity_name,lei,isin,LEI
2555,Inner Mongolia Yidong Group Sunjiahao Coal,Inner Mongolia Yidong Group Sunjiahao Coal Company,,,
2556,Inner Mongolia Yidong Investment Group,Inner Mongolia Yidong Investment Group Co Ltd,,,
2557,Inner Mongolia Yihe Juyuan Coal,Inner Mongolia Yihe Juyuan Coal Company,,,
2558,Inner Mongolia Yikaixin Energy,Inner Mongolia Yikaixin Energy Company,,,
2559,Inner Mongolia Yindong Dongfang Energy Chemical Engineering,Inner Mongolia Yindong Dongfang Energy Chemical Engineering Co Ltd,,,
2560,Inner Mongolia Yingheyi Power Generation,Inner Mongolia Yingheyi Power Generation Co Ltd,,,
2561,Inner Mongolia Yingyuan Coal Transportation and Marketing,Inner Mongolia Yingyuan Coal Transportation and Marketing Company,,,
2562,Inner Mongolia Yinhong Energy Development,Inner Mongolia Yinhong Energy Development Company,,,
2563,Inner Mongolia Yitai Baoshan Coal,Inner Mongolia Yitai Baoshan Coal Company,,,
2564,Inner Mongolia Yitai Coal,Inner Mongolia Yitai Coal Co Ltd,,,
2565,Inner Mongolia Yitai Group,Inner Mongolia Yitai Group,,,
2566,Inner Mongolia Yitai Guanglian Coal Chemical,Inner Mongolia Yitai Guanglian Coal Chemical Company,,,
2567,Inner Mongolia Yitai Investment,Inner Mongolia Yitai Investment,,,
2569,Inner Mongolia Yitai Tongda Coal,Inner Mongolia Yitai Tongda Coal Company,,,
2570,Inner Mongolia Yongxin Asset Management,Inner Mongolia Yongxin Asset Management Company,,,
2571,Inner Mongolia Yu Le Chemical,Inner Mongolia Yu Le Chemical Co Ltd,,,
2572,Inner Mongolia Yuantong Changfu Coal Industry,Inner Mongolia Yuantong Changfu Coal Industry Company,,,
2573,Inner Mongolia Yuantong Coal Group,Inner Mongolia Yuantong Coal Group,,,
2575,InnerMongolia Jinlian Aluminum Material Limited,InnerMongolia Jinlian Aluminum Material Limited Co,,,
2576,Inpex Eagle Ford,Inpex Eagle Ford,,,
2577,Institute of Chemistry Chinese Academy of Sciences,"Institute of Chemistry, Chinese Academy of Sciences",,,
2578,Inter RAO  Electric Power Generation JSC,Inter RAO – Electric Power Generation JSC,,,
2579,International Energy Resources Investment Limited  of Jilin Province,International Energy Resources Investment Limited Company of Jilin Province,,,
2580,International Finance Corporation,International Finance Corporation,,XS0133022359,
2581,Investment   Anshun Huarong Mining Industry Group,Investment Co Ltd Anshun Huarong Mining Industry Group,,,
2582,Investment In Nanyang Power Generation,Investment In Nanyang Power Generation Co Ltd,,,
2583,Iranian Mines  Mining Industries Development  Renovation Organization,Iranian Mines & Mining Industries Development & Renovation Organization,,,
2584,Irbeysky Razrez,Irbeysky Razrez LLC,,,
2585,Isfahan Power Generation Management,Isfahan Power Generation Management Co,,,
2586,Iskenderun Demir ve Celik AS,Iskenderun Demir ve Celik AS,,,
2587,Ithaca Energy,Ithaca Energy,,,
2588,Ittehad Steels Pvt,Ittehad Steels Pvt Ltd,,,
2589,Ivaco Rolling Mills 2004 LP,Ivaco Rolling Mills 2004 LP,,,
2590,Izmir Demir Celik Sanayi AS,Izmir Demir Celik Sanayi AS,,,
2591,JYuan Trust,J-Yuan Trust Co Ltd,,,
2592,JFE Steel,JFE Steel Corp,,,
2593,JKLM Energy,JKLM Energy,,,
2594,JSC Moldova Steel Works,JSC Moldova Steel Works,,,
2595,JSPL Mozambique Minerais Lda,JSPL Mozambique Minerais Lda,,,
2596,JSW Bengal Steel,JSW Bengal Steel Ltd,,,
2597,JSW Group,JSW Group,,,
2598,JSW Jharkhand Steel,JSW Jharkhand Steel Ltd,,,
2599,JSW Utkal Steel,JSW Utkal Steel Ltd,,,
2600,JUHUA Group,JUHUA Group Corp,,,
2601,Jadestone Energy,Jadestone Energy,,,
2602,Jai Balaji Steels Purulia,Jai Balaji Steels Purulia Ltd,,,
2603,Jamex,Jamex,,,
2604,Japan Canada Oil Sands Limited,Japan Canada Oil Sands Limited,,,
2605,Japan Organization for Metals and Energy Security,Japan Organization for Metals and Energy Security,,,
2606,JiLin Province Xinda Steel,JiLin Province Xinda Steel Co Ltd,,,
2607,Jiamusi Thermal Power Plant,Jiamusi Thermal Power Plant,,,
2608,Jiamusi Zhongheng Thermal Power,Jiamusi Zhongheng Thermal Power Co Ltd,,,
2609,Jiang County Water Supply Service Station,Jiang County Water Supply Service Station,,,
2610,JiangSu Suyan Jingshen,JiangSu Suyan Jingshen Co Ltd,,,
2611,Jianglong Acheng Iron  Steel,Jianglong Acheng Iron & Steel Co Ltd,,,
2613,Jiangmen Binjiang Industrial Development Investment,Jiangmen Binjiang Industrial Development Investment Co Ltd,,,
2614,Jiangmen City Development Investment Group,Jiangmen City Development Investment Group Co Ltd,,,
2615,Jiangmen City Xinhui District Gujing Town Construction and Development,Jiangmen City Xinhui District Gujing Town Construction and Development Co,,,
2616,Jiangmen Gujing Energy Service,Jiangmen Gujing Energy Service Co Ltd,,,
2617,Jiangmen Guoshu Biology,Jiangmen Guoshu Biology Co Ltd,,,
2618,Jiangmen Hengjian Power,Jiangmen Hengjian Power Co,,,
2619,Jiangmen Xinhui Shuangshui No3 Power Plant,Jiangmen Xinhui Shuangshui No.3 Power Plant Co Ltd,,,
2620,Jiangmen Xinhui Shuangshui Yilian Baisha Factory,Jiangmen Xinhui Shuangshui Yilian Baisha Factory,,,
2621,Jiangmen Xinhui Yinhai Development,Jiangmen Xinhui Yinhai Development Co Ltd,,,
2622,Jiangmen Yinhuwan Binhai New Area Investment and Development,Jiangmen Yinhuwan Binhai New Area Investment and Development Co Ltd,,,
2623,Jiangsu Bairun Energy,Jiangsu Bairun Energy Co Ltd,,,
2624,Jiangsu Banshan Power Generation,Jiangsu Banshan Power Generation Co Ltd,,,
2625,Jiangsu Binxin Special Steel Material,"Jiangsu Binxin Special Steel Material Co., Ltd.",,,
2626,Jiangsu Century New Town Investment Holding Group,Jiangsu Century New Town Investment Holding Group Co Ltd,,,
2627,Jiangsu Changqiang Iron  Steel,Jiangsu Changqiang Iron & Steel Co Ltd,,,
2629,Jiangsu Changshu Electric POWER Generating,Jiangsu Changshu Electric POWER Generating Co Ltd,,,
2630,Jiangsu Chen YI Xuan Trading,Jiangsu Chen YI Xuan Trading Co Ltd,,,
2631,Jiangsu Chunlan Refrigerating Equipment Stock,Jiangsu Chunlan Refrigerating Equipment Stock Co Ltd,,,
2632,Jiangsu Communications Holdings,Jiangsu Communications Holdings Co Ltd,,,
2633,Jiangsu Daji Environmental Protection Energy Dafeng,Jiangsu Daji Environmental Protection Energy Dafeng Co Ltd,,,
2634,Jiangsu Daji Investment Management,Jiangsu Daji Investment Management Co Ltd,,,
2635,Jiangsu Datang International Jintan Thermal Power,Jiangsu Datang International Jintan Thermal Power Co Ltd,,,
2636,Jiangsu Datang International Lvsigang Power Generation,Jiangsu Datang International Lvsigang Power Generation Co Ltd,,,
2637,Jiangsu Datun Electric Heating,Jiangsu Datun Electric Heating Co Ltd,,,
2638,Jiangsu Delong Nickel Industry,"Jiangsu Delong Nickel Industry Co., Ltd.",,,
2639,Jiangsu Eastern Shenghong,Jiangsu Eastern Shenghong Co Ltd,,,
2640,Jiangsu Electric Power Development,Jiangsu Electric Power Development Co Ltd,,,
2641,Jiangsu Energy Investment,Jiangsu Energy Investment Co Ltd,,,
2642,Jiangsu Fangyang Group,Jiangsu Fangyang Group Co Ltd,,,
2643,Jiangsu Feida,Jiangsu Feida Co Ltd,,,
2644,Jiangsu Fuqiang New Material,Jiangsu Fuqiang New Material Co Ltd,,,
2645,Jiangsu Fuxing Management Consulting,Jiangsu Fuxing Management Consulting Co Ltd,,,
2646,Jiangsu Guohua Chenjiagang Power Generation,Jiangsu Guohua Chenjiagang Power Generation Co Ltd,,,
2647,Jiangsu Guohua Gaozi Power Generation,Jiangsu Guohua Gaozi Power Generation Co Ltd,,,
2648,Jiangsu Guoxin,Jiangsu Guoxin Corp Ltd,,,
2649,Jiangsu Guoxin Dafenggang Power Generation,Jiangsu Guoxin Dafenggang Power Generation Co Ltd,,,
2650,Jiangsu Guoxin Gaoyou Thermal Power,Jiangsu Guoxin Gaoyou Thermal Power Co Ltd,,,
2651,Jiangsu Guoxin Huaian Second Gas Power Generation,Jiangsu Guoxin Huaian Second Gas Power Generation Co Ltd,,,
2652,Jiangsu Guoxin Jingjiang Power Generation,Jiangsu Guoxin Jingjiang Power Generation Co Ltd,,,
2653,Jiangsu Guoxin Shazhou Power Generation,Jiangsu Guoxin Shazhou Power Generation Co Ltd,,,
2654,Jiangsu Guoxin Union Energy,Jiangsu Guoxin Union Energy Co Ltd,,,
2655,Jiangsu Guoxin Xielian Gas Thermal Power,Jiangsu Guoxin Xielian Gas Thermal Power Co Ltd,,,
2656,Jiangsu Guoxin Yangzhou Power Generation,Jiangsu Guoxin Yangzhou Power Generation Co Ltd,,,
2657,Jiangsu Guoxin Yizheng Thermal Power,Jiangsu Guoxin Yizheng Thermal Power Co Ltd,,,
2658,Jiangsu HONGTAI Metals Ware,Jiangsu HONGTAI Metals Ware Co Ltd,,,
2659,Jiangsu Haichen Energy,Jiangsu Haichen Energy Co Ltd,,,
2660,Jiangsu Hehai New Energy,Jiangsu Hehai New Energy Co Ltd,,,
2661,Jiangsu Hongtai Iron and Steel,"Jiangsu Hongtai Iron and Steel Co., Ltd.",,,
2662,Jiangsu Huadian Kunshan Thermal Power,Jiangsu Huadian Kunshan Thermal Power Co Ltd,,,
2663,Jiangsu Huadian Qishuyan Power Generation,Jiangsu Huadian Qishuyan Power Generation Co Ltd,,,
2664,Jiangsu Huadian Wangting Natural Gas Power Generation,Jiangsu Huadian Wangting Natural Gas Power Generation Co Ltd,,,
2665,Jiangsu Huadian Wujiang Thermal Power,Jiangsu Huadian Wujiang Thermal Power Co Ltd,,,
2666,Jiangsu Huadian Yizheng Thermal Power,Jiangsu Huadian Yizheng Thermal Power Co Ltd,,,
2667,Jiangsu Huaiyin Power Generation,Jiangsu Huaiyin Power Generation Co Ltd,,,
2668,Jiangsu Huajing Asset Operation,Jiangsu Huajing Asset Operation Co Ltd,,,
2669,Jiangsu Huamei Thermal Power,Jiangsu Huamei Thermal Power Co Ltd,,,
2670,Jiangsu Huaxi Group,Jiangsu Huaxi Group Co Ltd,,,
2671,Jiangsu Huilong Assets Management,Jiangsu Huilong Assets Management Company,,,
2672,Jiangsu Jianping Industry,Jiangsu Jianping Industry Co Ltd,,,
2673,Jiangsu Jinhai Investment,Jiangsu Jinhai Investment Co Ltd,,,
2674,Jiangsu Jinjiu Building Materials Group,Jiangsu Jinjiu Building Materials Group Co Ltd,,,
2675,Jiangsu Junhui Construction Group,Jiangsu Junhui Construction Group Co Ltd,,,
2676,Jiangsu Junhui Enterprise Management Center Limited Partnership,Jiangsu Junhui Enterprise Management Center (Limited Partnership),,,
2677,Jiangsu Lee  Man Paper Manufacturing,Jiangsu Lee & Man Paper Manufacturing Co Ltd,,,
2678,Jiangsu Leqin Management Consulting,Jiangsu Leqin Management Consulting Co Ltd,,,
2679,Jiangsu Ligang Electric POWER,Jiangsu Ligang Electric POWER Co Ltd,,,
2680,Jiangsu Lihuai Iron  Steel,Jiangsu Lihuai Iron & Steel Co Ltd,,,
2681,Jiangsu Nanre Power Generation,Jiangsu Nanre Power Generation Co Ltd,,,
2682,Jiangsu Nantong Power Generation,Jiangsu Nantong Power Generation Co Ltd,,,
2683,Jiangsu New Yangtze Industrial Group,Jiangsu New Yangtze Industrial Group Co Ltd,,,
2684,Jiangsu OJI Paper,Jiangsu OJI Paper Co Ltd,,,
2685,Jiangsu Province Binxin Steel Group,Jiangsu Province Binxin Steel Group Co Ltd,,,
2686,Jiangsu Shagang,Jiangsu Shagang Co Ltd,,,
2687,Jiangsu Shagang Group,Jiangsu Shagang Group Co Ltd,,,
2688,Jiangsu Shagang Group Huaigang SPECIAL Steel,Jiangsu Shagang Group Huaigang SPECIAL Steel Co Ltd,,,
2689,Jiangsu Shagang Group Huaigang Special Steel,"Jiangsu Shagang Group Huaigang Special Steel Co., Ltd.",,,
2690,Jiangsu Shangdian Jiawang Power Generation,Jiangsu Shangdian Jiawang Power Generation Co Ltd,,,
2691,Jiangsu Shengze Gas Turbine Thermal Power,Jiangsu Shengze Gas Turbine Thermal Power Co Ltd,,,
2692,Jiangsu Shente Steel,Jiangsu Shente Steel Co. Ltd.,,,
2694,Jiangsu Sheyanggang Power Generation,Jiangsu Sheyanggang Power Generation Co Ltd,,,
2695,Jiangsu Soho Holdings Group,Jiangsu Soho Holdings Group Co Ltd,,,
2696,Jiangsu Suxin Special Steel,Jiangsu Suxin Special Steel Co Ltd,,,
2697,Jiangsu Suxin Special Steel Group,"Jiangsu Suxin Special Steel Group Co., Ltd.",,,
2698,Jiangsu Tianue ENERGY  Chemical Group,Jiangsu Tianue ENERGY & Chemical Group Co Ltd,,,
2699,Jiangsu Wujin Economic Development Group,Jiangsu Wujin Economic Development Group Co Ltd,,,
2700,Jiangsu Xicheng Sanlian Holding Group,Jiangsu Xicheng Sanlian Holding Group Co Ltd,,,
2701,Jiangsu Xinhai Power Generation,Jiangsu Xinhai Power Generation Co Ltd,,,
2702,Jiangsu Xinhong Investment Partnership LP,Jiangsu Xinhong Investment Partnership LP,,,
2703,Jiangsu Xugang Iron and Steel Group,"Jiangsu Xugang Iron and Steel Group Co., Ltd.",,,
2704,Jiangsu Xukuang Comprehensive Utilization  Power Generation,Jiangsu Xukuang Comprehensive Utilization & Power Generation Co Ltd,,,
2705,Jiangsu Xukuang Energy,Jiangsu Xukuang Energy Co Ltd,,,
2706,Jiangsu Xusteel Group,Jiangsu Xusteel Group Co Ltd,,,
2707,Jiangsu Xutang Power Generation,Jiangsu Xutang Power Generation Co Ltd,,,
2708,Jiangsu Yongying Environmental Protection Technology,Jiangsu Yongying Environmental Protection Technology Co Ltd,,,
2709,Jiangsu Yueda Group,Jiangsu Yueda Group Co Ltd,,,
2710,Jiangsu Yueda Investment,Jiangsu Yueda Investment Co Ltd,,,
2711,Jiangsu Zhangjiagang Brewery,Jiangsu Zhangjiagang Brewery Co Ltd,,,
2712,Jiangsu Zhenjiang Gas Thermal Power,Jiangsu Zhenjiang Gas Thermal Power Co Ltd,,,
2713,Jiangsu Zhenjiang Generator,Jiangsu Zhenjiang Generator Co Ltd,,,
2714,Jiangsu Zhenqiu Investment,Jiangsu Zhenqiu Investment Co Ltd,,,
2715,Jiangsu Zhonghe Jiufu Investment Management,Jiangsu Zhonghe Jiufu Investment Management Co Ltd,,,
2716,Jiangsu Zhongneng Polysilicon Technology Development,Jiangsu Zhongneng Polysilicon Technology Development Co Ltd,,,
2717,Jiangsu Zhongsheng Clean Energy,Jiangsu Zhongsheng Clean Energy Co Ltd,,,
2718,Jiangxi Administrative Assets Group,Jiangxi Administrative Assets Group Co Ltd,,,
2719,Jiangxi Chenming Paper,Jiangxi Chenming Paper Co Ltd,,,
2720,Jiangxi Datang International Fuzhou Power Generation,Jiangxi Datang International Fuzhou Power Generation Co Ltd,,,
2721,Jiangxi Datang International Xinyu No2 Power Generation,Jiangxi Datang International Xinyu No.2 Power Generation Co Ltd,,,
2722,Jiangxi Datang International Xinyu Power Generation,Jiangxi Datang International Xinyu Power Generation Co Ltd,,,
2723,Jiangxi Datang International Yichun Coal Power,Jiangxi Datang International Yichun Coal Power Co Ltd,,,
2724,Jiangxi Dingyuan Ecological Environmental Protection,Jiangxi Dingyuan Ecological Environmental Protection Co Ltd,,,
2725,Jiangxi Financial Investment Group,Jiangxi Financial Investment Group Co Ltd,,,
2726,Jiangxi Ganneng,Jiangxi Ganneng Co Ltd,,,
2727,Jiangxi Ganneng   Fengcheng Phase II Power Plant,Jiangxi Ganneng Co Ltd Fengcheng Phase II Power Plant,,,
2728,Jiangxi Ganneng   Fengcheng Phase III Power Plant,Jiangxi Ganneng Co Ltd Fengcheng Phase III Power Plant,,,
2729,Jiangxi Ganneng Shanggao Power Generation,Jiangxi Ganneng Shanggao Power Generation Co Ltd,,,
2730,Jiangxi Ganzhe Energy,Jiangxi Ganzhe Energy Co Ltd,,,
2731,Jiangxi HONGCHENG Environment,Jiangxi HONGCHENG Environment Co Ltd,,,
2732,Jiangxi JINGHAO Salt Chemical,Jiangxi JINGHAO Salt Chemical Co Ltd,,,
2733,Jiangxi Provincial Investment Group,Jiangxi Provincial Investment Group Corp,,,
2734,Jiangxi Provincial Stateowned Enterprise Asset ManagementHolding,Jiangxi Provincial State-owned Enterprise Asset Management(Holding) Co Ltd,,,
2735,Jiangxi Pxsteel Industrial,Jiangxi Pxsteel Industrial Co Ltd,,,
2736,Jiangxi Salt Industry Group,Jiangxi Salt Industry Group Co Ltd,,,
2737,Jiangxi Taixin Iron  Steel,Jiangxi Taixin Iron & Steel Co Ltd,,,
2739,Jiangxi Tonghe Jiali Technology,Jiangxi Tonghe Jiali Technology Co Ltd,,,
2740,Jiangxi Zhejiang Guohua Xinfeng Power Generation,Jiangxi Zhejiang Guohua (Xinfeng) Power Generation Co Ltd,,,
2741,Jiangxian Jinxin Construction Investment,Jiangxian Jinxin Construction Investment Co Ltd,,,
2742,Jiangyin Changjiang Village Federation of Trade Unions,Jiangyin Changjiang Village Federation of Trade Unions,,,
2743,Jiangyin Changqi Investment Partnership LP,Jiangyin Changqi Investment Partnership LP,,,
2744,Jiangyin Dingliang Investment,Jiangyin Dingliang Investment Co Ltd,,,
2745,Jiangyin Fengrun Investment,Jiangyin Fengrun Investment Co Ltd,,,
2746,Jiangyin Gaorun Investment,Jiangyin Gaorun Investment Co Ltd,,,
2747,Jiangyin Gas Turbine Thermal Power,Jiangyin Gas Turbine Thermal Power Co Ltd,,,
2748,Jiangyin Hongfu Investment,Jiangyin Hongfu Investment Co Ltd,,,
2749,Jiangyin Huaxi Iron and Steel,"Jiangyin Huaxi Iron and Steel Co., Ltd.",,,
2750,Jiangyin Huaxi Steel,Jiangyin Huaxi Steel Co Ltd,,,
2751,Jiangyin Liangyuan Investment,Jiangyin Liangyuan Investment Co Ltd,,,
2752,Jiangyin Ligang Electric Power Generation,Jiangyin Ligang Electric Power Generation Co Ltd,,,
2753,Jiangyin MaoYuan Investment,Jiangyin MaoYuan Investment Co Ltd,,,
2754,Jiangyin Qingyu Investment,Jiangyin Qingyu Investment Co Ltd,,,
2755,Jiangyin Sulong Thermal Power,Jiangyin Sulong Thermal Power Co Ltd,,,
2756,Jiangyin Thermal Power,Jiangyin Thermal Power Co Ltd,,,
2757,Jiangyin Weiye Investment,Jiangyin Weiye Investment Co Ltd,,,
2758,Jiangyin Xicheng Steel,Jiangyin Xicheng Steel Co Ltd,,,
2760,Jiangyin Xieli Investment,Jiangyin Xieli Investment Co Ltd,,,
2761,Jiangyin Xingcheng SPECIAL Steel Works,Jiangyin Xingcheng SPECIAL Steel Works Co Ltd,,,
2762,Jiangyin Xingcheng Special Steel Works,"Jiangyin Xingcheng Special Steel Works Co., Ltd.",,,
2763,Jiangyin Xinguolian Investment Development,Jiangyin Xinguolian Investment Development Co Ltd,,,
2764,Jiangyin Xingzhou Investment,Jiangyin Xingzhou Investment Co Ltd,,,
2765,Jianli City Development Investment Group,Jianli City Development Investment Group Co Ltd,,,
2766,Jianli Fenghui Public Resources Investment Management,Jianli Fenghui Public Resources Investment Management Co Ltd,,,
2767,Jianlong Beiman SPECIAL Steel,Jianlong Beiman SPECIAL Steel Co Ltd,,,
2768,Jianlong Beiman Special Steel,"Jianlong Beiman Special Steel Co., Ltd.",,,
2769,Jianlong Xilin Iron and Steel,Jianlong Xilin Iron and Steel Co Ltd,,,
2771,Jiao Zuo Wan Fang Aluminum Manufacturing,Jiao Zuo Wan Fang Aluminum Manufacturing Co Ltd,,,
2772,Jiaozuo Coal Industry Group Fengying Electric Power,Jiaozuo Coal Industry (Group) Fengying Electric Power Co Ltd,,,
2773,Jiaozuo Coal Industry Group Xinxiang Zhaogu Electric Power,Jiaozuo Coal Industry (Group) Xinxiang Zhaogu Electric Power Co Ltd,,,
2774,Jiaozuo Coal Industry Group Xinxiang Energy,Jiaozuo Coal Industry Group Xinxiang Energy Company,,,
2775,Jiaozuo Investment Group,Jiaozuo Investment Group Co Ltd,,,
2776,Jiaozuo Jiahua Technology,Jiaozuo Jiahua Technology Co Ltd,,,
2777,Jiaozuo Jinguan Jiahua Power,Jiaozuo Jinguan Jiahua Power Co Ltd,,,
2778,Jiaozuo Kepco POWER,Jiaozuo Kepco POWER Co Ltd,,,
2779,Jiaxing Xinjia Aisi Thermoelectricity,Jiaxing Xinjia Aisi Thermoelectricity Co Ltd,,,
2780,Jiayuguan Hongsheng Electric Heat,Jiayuguan Hongsheng Electric Heat Co Ltd,,,
2781,Jidian Tonghua Hekou Thermal Power,Jidian Tonghua Hekou Thermal Power Co Ltd,,,
2782,Jieneng Thermal Power Station,Jieneng Thermal Power Station Co Ltd,,,
2783,Jiexiu Nanyaotou Coal Mine,Jiexiu Nanyaotou Coal Mine Company,,,
2784,Jiexiu Yihong Investment,Jiexiu Yihong Investment Co Ltd,,,
2785,Jijian Investment Shouyang Thermal Power,Jijian Investment Shouyang Thermal Power Co Ltd,,,
2786,Jilin Bowei Industrial,Jilin Bowei Industrial Co Ltd,,,
2787,Jilin Chemical Fibre,Jilin Chemical Fibre Co Ltd,,,
2788,Jilin City StateOwned Capital Development Holding Group,Jilin City State-Owned Capital Development Holding Group Co Ltd,,,
2789,Jilin Dongfang Electric Power,Jilin Dongfang Electric Power Co Ltd,,,
2790,Jilin Dongguan Thermoelectricity Plant,Jilin Dongguan Thermoelectricity Plant,,,
2791,Jilin Electric POWER,Jilin Electric POWER Co Ltd,,,
